,Action,Pole_Angle,Pole_Angular_Velocity,Q_Value_0,Q_Value_1
0,0,-0.41887903213500977,-4.0,-15.780316352844238,-26.0161190032959
1,0,-0.41887903213500977,-3.919191919191919,-15.215343475341797,-25.287525177001953
2,0,-0.41887903213500977,-3.8383838383838382,-14.650370597839355,-24.558935165405273
3,0,-0.41887903213500977,-3.757575757575758,-14.082624435424805,-23.82701301574707
4,0,-0.41887903213500977,-3.676767676767677,-13.50940227508545,-23.08837890625
5,0,-0.41887903213500977,-3.595959595959596,-12.934806823730469,-22.348520278930664
6,0,-0.41887903213500977,-3.515151515151515,-12.360213279724121,-21.608661651611328
7,0,-0.41887903213500977,-3.4343434343434343,-11.781311988830566,-20.864282608032227
8,0,-0.41887903213500977,-3.3535353535353534,-11.197847366333008,-20.1171875
9,0,-0.41887903213500977,-3.2727272727272725,-10.613179206848145,-19.369306564331055
10,0,-0.41887903213500977,-3.191919191919192,-10.028507232666016,-18.62142562866211
11,0,-0.41887903213500977,-3.111111111111111,-9.443840026855469,-17.87354850769043
12,0,-0.41887903213500977,-3.0303030303030303,-8.859169006347656,-17.12566375732422
13,0,-0.41887903213500977,-2.9494949494949494,-8.26750373840332,-16.37091636657715
14,0,-0.41887903213500977,-2.8686868686868685,-7.6693596839904785,-15.608123779296875
15,0,-0.41887903213500977,-2.787878787878788,-7.068875312805176,-14.8419771194458
16,0,-0.41887903213500977,-2.7070707070707067,-6.468389987945557,-14.07582950592041
17,0,-0.41887903213500977,-2.6262626262626263,-5.86311674118042,-13.304652214050293
18,0,-0.41887903213500977,-2.5454545454545454,-5.24489688873291,-12.519987106323242
19,0,-0.41887903213500977,-2.4646464646464645,-4.617934703826904,-11.728353500366211
20,0,-0.41887903213500977,-2.3838383838383836,-3.977933883666992,-10.92439079284668
21,0,-0.41887903213500977,-2.3030303030303028,-3.320591449737549,-10.103798866271973
22,0,-0.41887903213500977,-2.2222222222222223,-2.6517930030822754,-9.270845413208008
23,0,-0.41887903213500977,-2.141414141414141,-1.9727894067764282,-8.427492141723633
24,0,-0.41887903213500977,-2.0606060606060606,-1.282870888710022,-7.573974132537842
25,0,-0.41887903213500977,-1.9797979797979797,-0.5799193978309631,-6.704452991485596
26,0,-0.41887903213500977,-1.8989898989898988,0.13081447780132294,-5.825354099273682
27,0,-0.41887903213500977,-1.818181818181818,0.8471235632896423,-4.941470146179199
28,0,-0.41887903213500977,-1.737373737373737,1.585701823234558,-4.037412643432617
29,0,-0.41887903213500977,-1.6565656565656566,2.338313579559326,-3.1199474334716797
30,0,-0.41887903213500977,-1.5757575757575757,3.102494239807129,-2.1912384033203125
31,0,-0.41887903213500977,-1.4949494949494948,3.887687921524048,-1.2306146621704102
32,0,-0.41887903213500977,-1.414141414141414,4.7071757316589355,-0.23894597589969635
33,0,-0.41887903213500977,-1.333333333333333,5.553761959075928,0.7773313522338867
34,0,-0.41887903213500977,-1.2525252525252522,6.410309314727783,1.804297924041748
35,0,-0.41887903213500977,-1.1717171717171713,7.2743353843688965,2.8202085494995117
36,0,-0.41887903213500977,-1.0909090909090908,8.140284538269043,3.8320722579956055
37,0,-0.41887903213500977,-1.01010101010101,9.008901596069336,4.838289737701416
38,0,-0.41887903213500977,-0.9292929292929291,9.87838363647461,5.845217227935791
39,0,-0.41887903213500977,-0.8484848484848482,10.750406265258789,6.854226112365723
40,0,-0.41887903213500977,-0.7676767676767673,11.62525463104248,7.868045806884766
41,0,-0.41887903213500977,-0.6868686868686864,12.505027770996094,8.890242576599121
42,0,-0.41887903213500977,-0.606060606060606,13.311906814575195,9.87885570526123
43,0,-0.41887903213500977,-0.5252525252525251,14.067188262939453,10.836532592773438
44,0,-0.41887903213500977,-0.4444444444444442,14.787050247192383,11.774884223937988
45,0,-0.41887903213500977,-0.3636363636363633,15.470348358154297,12.694093704223633
46,0,-0.41887903213500977,-0.28282828282828243,16.146989822387695,13.601886749267578
47,0,-0.41887903213500977,-0.20202020202020154,16.799606323242188,14.483419418334961
48,0,-0.41887903213500977,-0.1212121212121211,17.39299201965332,15.298017501831055
49,0,-0.41887903213500977,-0.04040404040404022,17.916128158569336,16.036518096923828
50,0,-0.41887903213500977,0.040404040404040664,18.424177169799805,16.735258102416992
51,0,-0.41887903213500977,0.12121212121212199,18.877750396728516,17.394210815429688
52,0,-0.41887903213500977,0.20202020202020243,19.2978515625,18.02138328552246
53,0,-0.41887903213500977,0.2828282828282829,19.71114730834961,18.622373580932617
54,0,-0.41887903213500977,0.3636363636363642,20.045578002929688,19.126630783081055
55,0,-0.41887903213500977,0.44444444444444464,20.330167770385742,19.55899429321289
56,0,-0.41887903213500977,0.525252525252526,20.554866790771484,19.864694595336914
57,0,-0.41887903213500977,0.6060606060606064,20.75244140625,20.114614486694336
58,0,-0.41887903213500977,0.6868686868686869,20.891342163085938,20.29158592224121
59,0,-0.41887903213500977,0.7676767676767682,21.017932891845703,20.45570945739746
60,0,-0.41887903213500977,0.8484848484848486,21.11786460876465,20.579360961914062
61,0,-0.41887903213500977,0.92929292929293,21.215978622436523,20.697797775268555
62,0,-0.41887903213500977,1.0101010101010104,21.28851318359375,20.816152572631836
63,0,-0.41887903213500977,1.0909090909090917,21.34893226623535,20.925443649291992
64,0,-0.41887903213500977,1.1717171717171722,21.412967681884766,21.043170928955078
65,0,-0.41887903213500977,1.2525252525252526,21.462909698486328,21.106779098510742
66,0,-0.41887903213500977,1.333333333333334,21.49226951599121,21.10422706604004
67,0,-0.41887903213500977,1.4141414141414144,21.459293365478516,20.98052406311035
